entity_id,entity_type,imei,imsi,timestamp,tower_id,source_file
9973381637,phone,IMEI-4477037948,IMSI-0565775093,2026-08-29T12:44:00,TWR-144,telecom_cdr.csv
9814631059,phone,IMEI-4248529289,IMSI-4803891302,2026-07-23T12:12:00,TWR-167,telecom_cdr.csv
9075311300,phone,IMEI-4408601965,IMSI-9308588860,2026-07-05T19:52:00,TWR-148,telecom_cdr.csv
9655734481,phone,IMEI-8354977365,IMSI-9857964228,2026-07-15T05:45:00,TWR-121,telecom_cdr.csv
9521573651,phone,IMEI-7083136462,IMSI-2216591960,2026-08-08T05:30:00,TWR-120,telecom_cdr.csv
9048233130,phone,IMEI-7341196897,IMSI-1521336548,2026-07-21T00:15:00,TWR-196,telecom_cdr.csv
9013502707,phone,IMEI-7216113408,IMSI-9257382205,2026-08-02T07:18:00,TWR-127,telecom_cdr.csv
9780874168,phone,IMEI-1814714635,IMSI-9283753410,2026-07-02T06:02:00,TWR-142,telecom_cdr.csv
9292869007,phone,IMEI-0943331952,IMSI-4641712705,2026-07-08T07:22:00,TWR-126,telecom_cdr.csv
9905828031,phone,IMEI-0781238549,IMSI-4012237783,2026-07-04T04:20:00,TWR-161,telecom_cdr.csv
9347052967,phone,IMEI-5448119712,IMSI-9901365634,2026-07-29T23:34:00,TWR-100,telecom_cdr.csv
9943604188,phone,IMEI-6668635297,IMSI-7520017429,2026-08-16T12:43:00,TWR-186,telecom_cdr.csv
9886247321,phone,IMEI-3732677445,IMSI-6782052055,2026-08-24T17:17:00,TWR-163,telecom_cdr.csv
9183540946,phone,IMEI-1864747755,IMSI-3269121712,2026-07-24T05:37:00,TWR-164,telecom_cdr.csv
9636952352,phone,IMEI-6383558287,IMSI-0249322336,2026-07-23T00:48:00,TWR-178,telecom_cdr.csv
9200139158,phone,IMEI-0054870777,IMSI-4754723180,2026-08-19T14:54:00,TWR-156,telecom_cdr.csv
9651699247,phone,IMEI-7391912109,IMSI-5628934186,2026-07-01T20:06:00,TWR-138,telecom_cdr.csv
9375742874,phone,IMEI-3310813747,IMSI-0244709152,2026-08-21T00:21:00,TWR-112,telecom_cdr.csv
9114542068,phone,IMEI-9239938505,IMSI-7368720283,2026-08-12T14:55:00,TWR-102,telecom_cdr.csv
9941262446,phone,IMEI-4415336975,IMSI-5893841131,2026-08-05T19:03:00,TWR-130,telecom_cdr.csv
9291560480,phone,IMEI-6197984381,IMSI-7712208365,2026-08-21T09:48:00,TWR-104,telecom_cdr.csv
9620805495,phone,IMEI-9798503611,IMSI-7553029147,2026-07-26T02:18:00,TWR-183,telecom_cdr.csv
9891184672,phone,IMEI-0027364086,IMSI-7196040460,2026-08-25T22:08:00,TWR-129,telecom_cdr.csv
9683509307,phone,IMEI-2052204318,IMSI-5650646676,2026-08-09T22:18:00,TWR-192,telecom_cdr.csv
9271253582,phone,IMEI-9510152690,IMSI-1089208945,2026-08-16T01:09:00,TWR-124,telecom_cdr.csv
9800529753,phone,IMEI-2023051743,IMSI-8062170797,2026-07-18T15:59:00,TWR-119,telecom_cdr.csv
9234395369,phone,IMEI-6790078680,IMSI-6560719571,2026-07-07T20:33:00,TWR-123,telecom_cdr.csv
9202854808,phone,IMEI-3759034903,IMSI-6891418260,2026-07-31T23:53:00,TWR-139,telecom_cdr.csv
9876475967,phone,IMEI-3138720991,IMSI-5507487276,2026-07-29T08:49:00,TWR-145,telecom_cdr.csv
9954882339,phone,IMEI-9986404688,IMSI-6508308241,2026-07-04T23:09:00,TWR-165,telecom_cdr.csv
9349613120,phone,IMEI-7120450068,IMSI-1755976326,2026-07-08T19:29:00,TWR-165,telecom_cdr.csv
9814488986,phone,IMEI-8402450836,IMSI-9997976132,2026-07-05T18:42:00,TWR-186,telecom_cdr.csv
9586592627,phone,IMEI-9592646825,IMSI-6747179784,2026-07-24T06:21:00,TWR-109,telecom_cdr.csv
9119797995,phone,IMEI-5706195678,IMSI-2254105709,2026-08-25T11:11:00,TWR-164,telecom_cdr.csv
9406454159,phone,IMEI-5200339415,IMSI-3882619019,2026-08-15T06:11:00,TWR-173,telecom_cdr.csv
9218695154,phone,IMEI-6064697905,IMSI-4183599345,2026-07-10T15:40:00,TWR-191,telecom_cdr.csv
9416151222,phone,IMEI-8768119539,IMSI-3558405416,2026-07-28T14:52:00,TWR-108,telecom_cdr.csv
9676650588,phone,IMEI-2535874395,IMSI-7029071889,2026-07-08T14:53:00,TWR-152,telecom_cdr.csv
9432473370,phone,IMEI-4360642625,IMSI-9597368029,2026-08-19T06:30:00,TWR-161,telecom_cdr.csv
9815172061,phone,IMEI-7892314815,IMSI-3616881557,2026-08-22T23:42:00,TWR-142,telecom_cdr.csv
9678920670,phone,IMEI-6615710243,IMSI-4687231211,2026-07-06T10:34:00,TWR-119,telecom_cdr.csv
9814488986,phone,IMEI-8402450836,IMSI-9997976132,2026-07-17T05:06:00,TWR-102,telecom_cdr.csv
9495481440,phone,IMEI-7343978348,IMSI-7299004607,2026-07-21T12:33:00,TWR-138,telecom_cdr.csv
9308845429,phone,IMEI-7694229206,IMSI-6769302918,2026-08-04T23:21:00,TWR-140,telecom_cdr.csv
9375742874,phone,IMEI-3310813747,IMSI-0244709152,2026-07-24T18:43:00,TWR-151,telecom_cdr.csv
9325983817,phone,IMEI-3400499804,IMSI-0005369733,2026-08-13T16:41:00,TWR-174,telecom_cdr.csv
9792178365,phone,IMEI-5340830680,IMSI-1385621710,2026-08-04T15:47:00,TWR-187,telecom_cdr.csv
9200234695,phone,IMEI-3610403394,IMSI-1168400464,2026-07-03T14:25:00,TWR-140,telecom_cdr.csv
9048671311,phone,IMEI-7087479062,IMSI-9129449046,2026-07-29T00:15:00,TWR-177,telecom_cdr.csv
9420863611,phone,IMEI-4537963191,IMSI-3558536002,2026-07-17T07:09:00,TWR-179,telecom_cdr.csv
9595026413,phone,IMEI-4335200281,IMSI-3118571879,2026-07-22T16:58:00,TWR-185,telecom_cdr.csv
9113894274,phone,IMEI-2146302492,IMSI-0540358963,2026-07-15T14:25:00,TWR-151,telecom_cdr.csv
9648698389,phone,IMEI-2911823345,IMSI-3313210986,2026-08-11T23:20:00,TWR-121,telecom_cdr.csv
9559321940,phone,IMEI-7522970723,IMSI-5449490568,2026-08-27T14:25:00,TWR-180,telecom_cdr.csv
9023392439,phone,IMEI-9298268023,IMSI-3857347696,2026-08-14T20:28:00,TWR-112,telecom_cdr.csv
9971996767,phone,IMEI-7476825008,IMSI-5434181641,2026-08-20T23:44:00,TWR-106,telecom_cdr.csv
9623121500,phone,IMEI-0108792131,IMSI-6877336484,2026-07-27T02:35:00,TWR-189,telecom_cdr.csv
9349613120,phone,IMEI-7120450068,IMSI-1755976326,2026-07-02T20:13:00,TWR-163,telecom_cdr.csv
9587103048,phone,IMEI-7484745666,IMSI-4961482864,2026-08-21T03:09:00,TWR-171,telecom_cdr.csv
9562679527,phone,IMEI-5177175824,IMSI-9150100589,2026-07-23T07:57:00,TWR-112,telecom_cdr.csv
9770093141,phone,IMEI-0840929222,IMSI-0710788208,2026-08-19T12:09:00,TWR-118,telecom_cdr.csv
9200234695,phone,IMEI-3610403394,IMSI-1168400464,2026-07-07T01:07:00,TWR-177,telecom_cdr.csv
9215138019,phone,IMEI-1469630754,IMSI-5640016715,2026-07-02T03:53:00,TWR-187,telecom_cdr.csv
9566917456,phone,IMEI-2146515992,IMSI-4568631912,2026-08-18T02:42:00,TWR-106,telecom_cdr.csv
9423639948,phone,IMEI-4618232726,IMSI-5795032358,2026-07-11T05:08:00,TWR-116,telecom_cdr.csv
9337047649,phone,IMEI-1256700988,IMSI-3177469602,2026-07-19T07:34:00,TWR-184,telecom_cdr.csv
9234395369,phone,IMEI-6790078680,IMSI-6560719571,2026-07-22T06:43:00,TWR-114,telecom_cdr.csv
9325983817,phone,IMEI-3400499804,IMSI-0005369733,2026-07-03T16:02:00,TWR-194,telecom_cdr.csv
9544975157,phone,IMEI-6465259090,IMSI-4961892459,2026-07-23T17:00:00,TWR-123,telecom_cdr.csv
9657812846,phone,IMEI-9765732617,IMSI-8249332885,2026-08-13T02:01:00,TWR-169,telecom_cdr.csv
9566917456,phone,IMEI-2146515992,IMSI-4568631912,2026-07-08T09:24:00,TWR-160,telecom_cdr.csv
9364540204,phone,IMEI-7194965681,IMSI-8534759259,2026-08-23T04:39:00,TWR-124,telecom_cdr.csv
9024707036,phone,IMEI-7347992008,IMSI-2888843616,2026-07-23T23:15:00,TWR-118,telecom_cdr.csv
9535106651,phone,IMEI-2563415290,IMSI-5522573387,2026-07-16T19:26:00,TWR-187,telecom_cdr.csv
9048184584,phone,IMEI-5556194327,IMSI-0612124765,2026-08-02T04:18:00,TWR-114,telecom_cdr.csv
9290816302,phone,IMEI-2542781927,IMSI-4339504550,2026-07-17T17:36:00,TWR-109,telecom_cdr.csv
9481010893,phone,IMEI-2446511237,IMSI-7094747437,2026-07-01T10:38:00,TWR-153,telecom_cdr.csv
9054186775,phone,IMEI-9137435913,IMSI-3429537630,2026-08-14T02:05:00,TWR-130,telecom_cdr.csv
9562679527,phone,IMEI-5177175824,IMSI-9150100589,2026-07-08T20:00:00,TWR-138,telecom_cdr.csv
9973381637,phone,IMEI-4477037948,IMSI-0565775093,2026-08-15T19:47:00,TWR-177,telecom_cdr.csv
9388850469,phone,IMEI-4386804296,IMSI-9841550156,2026-08-03T11:17:00,TWR-171,telecom_cdr.csv
9232997749,phone,IMEI-4003336104,IMSI-2045768429,2026-08-22T13:24:00,TWR-122,telecom_cdr.csv
9353907400,phone,IMEI-6539442892,IMSI-8146537124,2026-08-21T12:16:00,TWR-115,telecom_cdr.csv
9391686645,phone,IMEI-0016973796,IMSI-5574013757,2026-08-06T00:05:00,TWR-188,telecom_cdr.csv
9233839146,phone,IMEI-6759945492,IMSI-2643409792,2026-08-10T06:36:00,TWR-110,telecom_cdr.csv
9960574125,phone,IMEI-3834356980,IMSI-0974141228,2026-07-18T09:47:00,TWR-161,telecom_cdr.csv
9364091457,phone,IMEI-8369176916,IMSI-5797981795,2026-07-29T05:36:00,TWR-107,telecom_cdr.csv
9933390585,phone,IMEI-8541751229,IMSI-9861048331,2026-08-04T10:13:00,TWR-166,telecom_cdr.csv
9048671311,phone,IMEI-7087479062,IMSI-9129449046,2026-07-19T00:40:00,TWR-114,telecom_cdr.csv
9555807068,phone,IMEI-5801122849,IMSI-2995018542,2026-07-10T16:19:00,TWR-136,telecom_cdr.csv
9822745513,phone,IMEI-0197789236,IMSI-6673910180,2026-07-07T01:57:00,TWR-168,telecom_cdr.csv
9876475967,phone,IMEI-3138720991,IMSI-5507487276,2026-08-11T01:12:00,TWR-131,telecom_cdr.csv
9028267486,phone,IMEI-0990287722,IMSI-1904848888,2026-08-19T03:28:00,TWR-115,telecom_cdr.csv
9373613848,phone,IMEI-8051756948,IMSI-5607949860,2026-08-24T04:23:00,TWR-185,telecom_cdr.csv
9874249954,phone,IMEI-4200352328,IMSI-3148847499,2026-07-31T21:37:00,TWR-128,telecom_cdr.csv
9603548538,phone,IMEI-1415166901,IMSI-2146809813,2026-07-30T11:26:00,TWR-167,telecom_cdr.csv
9098471173,phone,IMEI-7271949408,IMSI-1881818368,2026-07-04T11:27:00,TWR-182,telecom_cdr.csv
9429522889,phone,IMEI-3067396449,IMSI-4994327666,2026-07-20T06:51:00,TWR-127,telecom_cdr.csv
9992206411,phone,IMEI-9575813014,IMSI-2848717749,2026-07-03T23:25:00,TWR-119,telecom_cdr.csv
9988853930,phone,IMEI-2215295848,IMSI-3024275776,2026-08-10T07:27:00,TWR-143,telecom_cdr.csv
9904220310,phone,IMEI-2722872527,IMSI-2398195726,2026-08-20T01:08:00,TWR-118,telecom_cdr.csv
9582184249,phone,IMEI-3779525637,IMSI-7246178112,2026-08-24T10:25:00,TWR-182,telecom_cdr.csv
9754074724,phone,IMEI-0474251131,IMSI-2798903733,2026-08-08T21:54:00,TWR-156,telecom_cdr.csv
9364540204,phone,IMEI-7194965681,IMSI-8534759259,2026-08-02T10:45:00,TWR-114,telecom_cdr.csv
9785939510,phone,IMEI-9982973259,IMSI-4386805117,2026-08-15T02:33:00,TWR-191,telecom_cdr.csv
9601311183,phone,IMEI-0340657742,IMSI-9412347573,2026-07-29T10:43:00,TWR-147,telecom_cdr.csv
9052116857,phone,IMEI-9870175705,IMSI-0972807590,2026-07-04T11:11:00,TWR-198,telecom_cdr.csv
9920240606,phone,IMEI-5708662937,IMSI-3953132652,2026-08-23T20:36:00,TWR-116,telecom_cdr.csv
9859713678,phone,IMEI-7927657928,IMSI-4020734838,2026-08-19T16:27:00,TWR-109,telecom_cdr.csv
9402438050,phone,IMEI-2411119216,IMSI-4050734844,2026-08-05T16:41:00,TWR-190,telecom_cdr.csv
9871873991,phone,IMEI-0075092476,IMSI-8776904064,2026-08-10T19:43:00,TWR-107,telecom_cdr.csv
9819214001,phone,IMEI-1646085124,IMSI-6480506350,2026-07-14T10:32:00,TWR-116,telecom_cdr.csv
9507598515,phone,IMEI-5650545635,IMSI-1175969441,2026-07-30T08:46:00,TWR-126,telecom_cdr.csv
9266407928,phone,IMEI-1315633685,IMSI-6515307291,2026-08-06T00:57:00,TWR-108,telecom_cdr.csv
9991205817,phone,IMEI-9329436732,IMSI-9249137229,2026-07-15T05:54:00,TWR-164,telecom_cdr.csv
9089204157,phone,IMEI-1891015126,IMSI-6860080383,2026-07-12T18:56:00,TWR-112,telecom_cdr.csv
9798271778,phone,IMEI-6338109511,IMSI-1483709143,2026-07-02T22:19:00,TWR-166,telecom_cdr.csv
9662883030,phone,IMEI-9793759340,IMSI-0978942284,2026-07-18T08:58:00,TWR-116,telecom_cdr.csv
9167649836,phone,IMEI-3998783293,IMSI-5271989094,2026-08-03T16:42:00,TWR-164,telecom_cdr.csv
9717964393,phone,IMEI-1336166221,IMSI-3798227162,2026-07-22T21:00:00,TWR-197,telecom_cdr.csv
9626296040,phone,IMEI-8392209518,IMSI-3728872159,2026-08-15T03:25:00,TWR-143,telecom_cdr.csv
9595026413,phone,IMEI-4335200281,IMSI-3118571879,2026-07-01T11:05:00,TWR-133,telecom_cdr.csv
9521820994,phone,IMEI-2715093351,IMSI-4565984056,2026-08-10T04:07:00,TWR-104,telecom_cdr.csv
9781499194,phone,IMEI-6669642686,IMSI-3835370494,2026-07-09T13:36:00,TWR-162,telecom_cdr.csv
9905828031,phone,IMEI-0781238549,IMSI-4012237783,2026-08-24T17:22:00,TWR-115,telecom_cdr.csv
9480993572,phone,IMEI-2381321447,IMSI-8222237676,2026-07-25T11:21:00,TWR-164,telecom_cdr.csv
9587463342,phone,IMEI-7113682872,IMSI-7384833540,2026-07-19T15:34:00,TWR-169,telecom_cdr.csv
9927033369,phone,IMEI-7870679587,IMSI-9719498305,2026-08-13T14:00:00,TWR-165,telecom_cdr.csv
9362272684,phone,IMEI-5958935981,IMSI-2951362368,2026-08-25T07:59:00,TWR-161,telecom_cdr.csv
9423639948,phone,IMEI-4618232726,IMSI-5795032358,2026-07-14T23:07:00,TWR-174,telecom_cdr.csv
9323048675,phone,IMEI-0866984245,IMSI-7340621185,2026-07-22T01:48:00,TWR-118,telecom_cdr.csv
9014685172,phone,IMEI-5531176811,IMSI-1537511506,2026-07-11T05:24:00,TWR-165,telecom_cdr.csv
9502624719,phone,IMEI-5003891237,IMSI-9635494234,2026-07-08T07:53:00,TWR-138,telecom_cdr.csv
9568945147,phone,IMEI-3313579640,IMSI-8087521525,2026-08-25T18:19:00,TWR-154,telecom_cdr.csv
9613879165,phone,IMEI-8541925296,IMSI-6940659123,2026-07-22T08:07:00,TWR-182,telecom_cdr.csv
9731033395,phone,IMEI-1123291676,IMSI-2226558836,2026-07-09T23:23:00,TWR-146,telecom_cdr.csv
9111007715,phone,IMEI-2993553676,IMSI-6251384966,2026-07-02T07:40:00,TWR-162,telecom_cdr.csv
9052116857,phone,IMEI-9870175705,IMSI-0972807590,2026-08-09T13:39:00,TWR-155,telecom_cdr.csv
9416151222,phone,IMEI-8768119539,IMSI-3558405416,2026-08-15T00:48:00,TWR-168,telecom_cdr.csv
9917643972,phone,IMEI-7312323584,IMSI-2916220010,2026-08-13T08:27:00,TWR-174,telecom_cdr.csv
9251924510,phone,IMEI-7177124242,IMSI-2693810245,2026-07-31T04:11:00,TWR-188,telecom_cdr.csv
9451525376,phone,IMEI-8511467861,IMSI-3331904361,2026-08-04T05:52:00,TWR-126,telecom_cdr.csv
9485847011,phone,IMEI-3616414782,IMSI-7156462613,2026-08-11T04:16:00,TWR-190,telecom_cdr.csv
9910619958,phone,IMEI-5465799488,IMSI-1223516197,2026-08-11T21:57:00,TWR-122,telecom_cdr.csv
9665069854,phone,IMEI-0252360147,IMSI-4268227945,2026-08-05T06:07:00,TWR-103,telecom_cdr.csv
9566917456,phone,IMEI-2146515992,IMSI-4568631912,2026-07-25T08:11:00,TWR-100,telecom_cdr.csv
9114542068,phone,IMEI-9239938505,IMSI-7368720283,2026-07-22T01:02:00,TWR-108,telecom_cdr.csv
9183357251,phone,IMEI-9542888361,IMSI-9383065515,2026-08-07T16:31:00,TWR-183,telecom_cdr.csv
9327888369,phone,IMEI-7698981986,IMSI-6354953088,2026-08-15T17:42:00,TWR-188,telecom_cdr.csv
9273451778,phone,IMEI-3536885796,IMSI-4887200854,2026-08-02T13:16:00,TWR-140,telecom_cdr.csv
9641643119,phone,IMEI-9263370349,IMSI-4083002667,2026-07-19T13:16:00,TWR-102,telecom_cdr.csv
9853795114,phone,IMEI-1352490271,IMSI-3408296210,2026-08-04T05:58:00,TWR-181,telecom_cdr.csv
9568945147,phone,IMEI-3313579640,IMSI-8087521525,2026-07-07T23:41:00,TWR-137,telecom_cdr.csv
